Unixtime, RawVoltage, boardtemp, Lat, Long, Alt, Speed, Course, Satelites, SecondsToFix, hAccuracy, vAccuracy, DateTime, CalcVoltage, CalcLat, CalcLong,
1604419267, 114, 24, 513867991, -4080558, -26, 4, 0, 5, 0, 42606, 58261, 2020-11-03 16:01:07, 3.6705882352941175, 51.3867991, -0.4080558, 
1604419328, 114, 24, 513870283, -4080989, 13, 7, 12, 4, 1, 58743, 59667, 2020-11-03 16:02:08, 3.6705882352941175, 51.3870283, -0.4080989, 
1604419412, 114, 24, 513866946, -4081237, -22, 2, 0, 6, 25, 43384, 40887, 2020-11-03 16:03:32, 3.6705882352941175, 51.3866946, -0.4081237, 
1604419451, 114, 24, 513867244, -4080959, 0, 0, 8, 6, 4, 66883, 65113, 2020-11-03 16:04:11, 3.6705882352941175, 51.3867244, -0.4080959, 
1604419517, 114, 24, 513872564, -4079176, 53, 9, 5, 5, 10, 69971, 70626, 2020-11-03 16:05:17, 3.6705882352941175, 51.3872564, -0.4079176, 
1604419570, 113, 23, 513873258, -4080390, 52, 16, 13, 6, 3, 64725, 68389, 2020-11-03 16:06:10, 3.664705882352941, 51.3873258, -0.408039, 
1604419630, 114, 24, 513868238, -4081371, 3, 4, 10, 6, 3, 64092, 68544, 2020-11-03 16:07:10, 3.6705882352941175, 51.3868238, -0.4081371, 
1604419688, 114, 24, 513866404, -4081644, -20, 6, 24, 6, 1, 65493, 71353, 2020-11-03 16:08:08, 3.6705882352941175, 51.3866404, -0.4081644, 
1604419748, 114, 24, 513868496, -4080919, 12, 0, 199, 6, 1, 66041, 72204, 2020-11-03 16:09:08, 3.6705882352941175, 51.3868496, -0.4080919, 
1604419808, 114, 24, 513868666, -4081007, 2, 10, 243, 6, 1, 43211, 47380, 2020-11-03 16:10:08, 3.6705882352941175, 51.3868666, -0.4081007, 
1604419868, 114, 24, 513868798, -4081587, 12, 12, 10, 6, 1, 49610, 57550, 2020-11-03 16:11:08, 3.6705882352941175, 51.3868798, -0.4081587, 
1604419932, 114, 24, 513868847, -4081039, 11, 14, 7, 5, 5, 68883, 70870, 2020-11-03 16:12:12, 3.6705882352941175, 51.3868847, -0.4081039, 
1604419989, 114, 24, 513864971, -4082513, -38, 7, 21, 7, 2, 63474, 66432, 2020-11-03 16:13:09, 3.6705882352941175, 51.3864971, -0.4082513, 
1604420049, 114, 23, 513867636, -4081056, -10, 13, 1, 8, 1, 32280, 35088, 2020-11-03 16:14:09, 3.6705882352941175, 51.3867636, -0.4081056, 
1604420109, 114, 24, 513868776, -4080033, -14, 11, 2, 7, 1, 31148, 37791, 2020-11-03 16:15:09, 3.6705882352941175, 51.3868776, -0.4080033, 
1604420169, 113, 23, 513867956, -4080390, -12, 6, 29, 8, 1, 31181, 39715, 2020-11-03 16:16:09, 3.664705882352941, 51.3867956, -0.408039, 
1604420229, 113, 24, 513868560, -4081334, 0, 9, 234, 7, 1, 29934, 30648, 2020-11-03 16:17:09, 3.664705882352941, 51.386856, -0.4081334, 
1604420348, 113, 24, 513870028, -4080498, 36, 8, 36, 5, 1, 49756, 62698, 2020-11-03 16:19:08, 3.664705882352941, 51.3870028, -0.4080498, 
1604420411, 113, 24, 513868864, -4078480, 8, 18, 13, 6, 4, 58610, 58322, 2020-11-03 16:20:11, 3.664705882352941, 51.3868864, -0.407848, 
1604420471, 113, 24, 513869249, -4079467, -1, 16, 11, 6, 4, 59982, 72119, 2020-11-03 16:21:11, 3.664705882352941, 51.3869249, -0.4079467, 
1604420529, 113, 23, 513869141, -4080258, 14, 7, 20, 5, 2, 54076, 64534, 2020-11-03 16:22:09, 3.664705882352941, 51.3869141, -0.4080258, 
1604420588, 114, 24, 513871361, -4080294, 56, 13, 245, 6, 1, 67184, 66607, 2020-11-03 16:23:08, 3.6705882352941175, 51.3871361, -0.4080294, 
1604420648, 113, 24, 513869366, -4081312, 20, 9, 11, 7, 1, 36677, 49392, 2020-11-03 16:24:08, 3.664705882352941, 51.3869366, -0.4081312, 
1604420708, 113, 23, 513869134, -4081042, 19, 1, 215, 6, 1, 32359, 41431, 2020-11-03 16:25:08, 3.664705882352941, 51.3869134, -0.4081042, 
1604420768, 113, 24, 513868375, -4081661, 21, 7, 205, 5, 1, 45271, 39242, 2020-11-03 16:26:08, 3.664705882352941, 51.3868375, -0.4081661, 
1604420828, 113, 24, 513868682, -4078990, 7, 15, 5, 6, 1, 39775, 49104, 2020-11-03 16:27:08, 3.664705882352941, 51.3868682, -0.407899, 
1604420891, 113, 23, 513871024, -4074688, 29, 16, 11, 5, 4, 83735, 39852, 2020-11-03 16:28:11, 3.664705882352941, 51.3871024, -0.4074688, 
1604420961, 113, 24, 513867104, -4089764, 15, 0, 11, 5, 14, 79263, 25973, 2020-11-03 16:29:21, 3.664705882352941, 51.3867104, -0.4089764, 
1604421008, 113, 24, 513868893, -4082505, 13, 5, 53, 5, 1, 73202, 52085, 2020-11-03 16:30:08, 3.664705882352941, 51.3868893, -0.4082505, 
1604421071, 113, 24, 513868959, -4080746, 13, 3, 246, 5, 4, 78917, 49993, 2020-11-03 16:31:11, 3.664705882352941, 51.3868959, -0.4080746, 
1604421131, 113, 24, 513868542, -4081317, 8, 12, 232, 6, 4, 64203, 55738, 2020-11-03 16:32:11, 3.664705882352941, 51.3868542, -0.4081317, 
1604421188, 113, 24, 513868998, -4080211, -2, 8, 55, 6, 1, 40049, 45003, 2020-11-03 16:33:08, 3.664705882352941, 51.3868998, -0.4080211, 
1604421248, 113, 24, 513869000, -4081432, 2, 10, 239, 7, 1, 29848, 34594, 2020-11-03 16:34:08, 3.664705882352941, 51.3869, -0.4081432, 
1604421308, 113, 24, 513869279, -4081628, 15, 12, 250, 7, 1, 32578, 38442, 2020-11-03 16:35:08, 3.664705882352941, 51.3869279, -0.4081628, 
1604421368, 113, 24, 513868804, -4080473, 1, 11, 248, 6, 1, 30785, 41768, 2020-11-03 16:36:08, 3.664705882352941, 51.3868804, -0.4080473, 
1604421428, 113, 24, 513869447, -4082296, 19, 14, 0, 6, 1, 53010, 38830, 2020-11-03 16:37:08, 3.664705882352941, 51.3869447, -0.4082296, 
1604421490, 113, 24, 513868628, -4080629, 14, 7, 56, 5, 3, 92712, 28393, 2020-11-03 16:38:10, 3.664705882352941, 51.3868628, -0.4080629, 
1604421548, 113, 24, 513868451, -4082947, 15, 10, 0, 5, 1, 74552, 50423, 2020-11-03 16:39:08, 3.664705882352941, 51.3868451, -0.4082947, 
1604421608, 113, 24, 513868376, -4084887, 15, 14, 238, 5, 1, 51417, 48571, 2020-11-03 16:40:08, 3.664705882352941, 51.3868376, -0.4084887, 
1604421668, 113, 24, 513869034, -4081020, 0, 12, 5, 5, 1, 46214, 54938, 2020-11-03 16:41:08, 3.664705882352941, 51.3869034, -0.408102, 
1604421730, 113, 24, 513868612, -4081388, 12, 2, 208, 5, 3, 64004, 71790, 2020-11-03 16:42:10, 3.664705882352941, 51.3868612, -0.4081388, 
1604421802, 113, 24, 513868970, -4081188, 13, 0, 19, 7, 15, 51632, 47430, 2020-11-03 16:43:22, 3.664705882352941, 51.386897, -0.4081188, 
1604421848, 113, 24, 513872118, -4080928, 53, 16, 0, 6, 1, 68499, 65157, 2020-11-03 16:44:08, 3.664705882352941, 51.3872118, -0.4080928, 
1604421910, 113, 24, 513870036, -4081487, 33, 12, 197, 5, 3, 69366, 63931, 2020-11-03 16:45:10, 3.664705882352941, 51.3870036, -0.4081487, 
1604421970, 113, 24, 513875914, -4080139, 98, 13, 197, 6, 3, 72793, 68315, 2020-11-03 16:46:10, 3.664705882352941, 51.3875914, -0.4080139, 
1604422028, 113, 23, 513869410, -4081675, 22, 11, 218, 6, 1, 39128, 32319, 2020-11-03 16:47:08, 3.664705882352941, 51.386941, -0.4081675, 
1604422092, 113, 24, 513869058, -4082134, 23, 10, 57, 6, 5, 58606, 49276, 2020-11-03 16:48:12, 3.664705882352941, 51.3869058, -0.4082134, 
1604422158, 113, 24, 513867292, -4087222, 18, 4, 233, 5, 11, 65782, 24197, 2020-11-03 16:49:18, 3.664705882352941, 51.3867292, -0.4087222, 
1604422208, 113, 24, 513868630, -4082591, 27, 12, 202, 5, 1, 37716, 34740, 2020-11-03 16:50:08, 3.664705882352941, 51.386863, -0.4082591, 
1604422268, 113, 24, 513870128, -4078540, 26, 6, 44, 5, 1, 48962, 46958, 2020-11-03 16:51:08, 3.664705882352941, 51.3870128, -0.407854, 
1604422330, 113, 24, 513867463, -4083462, 13, 7, 56, 6, 3, 58630, 52097, 2020-11-03 16:52:10, 3.664705882352941, 51.3867463, -0.4083462, 
1604422394, 113, 24, 513868831, -4081048, 17, 0, 245, 6, 7, 45461, 45674, 2020-11-03 16:53:14, 3.664705882352941, 51.3868831, -0.4081048, 
1604422448, 113, 23, 513869107, -4080340, 15, 4, 244, 6, 1, 36795, 34850, 2020-11-03 16:54:08, 3.664705882352941, 51.3869107, -0.408034, 
1604422508, 113, 24, 513870413, -4080796, 31, 4, 17, 5, 1, 64134, 70514, 2020-11-03 16:55:08, 3.664705882352941, 51.3870413, -0.4080796, 
1604422574, 113, 24, 513868646, -4082784, 38, 5, 0, 6, 7, 54011, 63067, 2020-11-03 16:56:14, 3.664705882352941, 51.3868646, -0.4082784, 
1604422628, 113, 24, 513871117, -4080257, 35, 6, 253, 6, 1, 46269, 58248, 2020-11-03 16:57:08, 3.664705882352941, 51.3871117, -0.4080257, 
1604422753, 113, 24, 513872254, -4079278, 45, 3, 5, 6, 6, 57009, 60981, 2020-11-03 16:59:13, 3.664705882352941, 51.3872254, -0.4079278, 
1604422808, 113, 23, 513869771, -4080492, 11, 8, 224, 6, 1, 30968, 31631, 2020-11-03 17:00:08, 3.664705882352941, 51.3869771, -0.4080492, 
1604422868, 113, 24, 513869007, -4081378, 22, 6, 3, 5, 1, 32032, 29155, 2020-11-03 17:01:08, 3.664705882352941, 51.3869007, -0.4081378, 
1604422928, 113, 23, 513868553, -4080808, 5, 3, 10, 6, 1, 48321, 52018, 2020-11-03 17:02:08, 3.664705882352941, 51.3868553, -0.4080808, 
1604422989, 113, 24, 513868239, -4081400, 9, 2, 5, 6, 2, 60860, 62445, 2020-11-03 17:03:09, 3.664705882352941, 51.3868239, -0.40814, 
1604423115, 113, 24, 513867352, -4081368, 3, 2, 3, 5, 8, 50712, 52734, 2020-11-03 17:05:15, 3.664705882352941, 51.3867352, -0.4081368, 
1604423169, 113, 24, 513870198, -4080989, 38, 6, 2, 5, 2, 60955, 63970, 2020-11-03 17:06:09, 3.664705882352941, 51.3870198, -0.4080989, 
1604423235, 113, 24, 513867972, -4081313, 13, 4, 1, 6, 8, 53905, 57161, 2020-11-03 17:07:15, 3.664705882352941, 51.3867972, -0.4081313, 
1604423295, 113, 24, 513870901, -4080654, 27, 0, 10, 6, 8, 61108, 67056, 2020-11-03 17:08:15, 3.664705882352941, 51.3870901, -0.4080654, 
1604423348, 113, 24, 513869426, -4081097, 19, 15, 7, 6, 0, 39638, 51818, 2020-11-03 17:09:08, 3.664705882352941, 51.3869426, -0.4081097, 
1604423412, 112, 24, 513869411, -4080698, 11, 3, 32, 6, 5, 50498, 69380, 2020-11-03 17:10:12, 3.6588235294117646, 51.3869411, -0.4080698, 
1604423531, 113, 23, 513869702, -4081330, 21, 7, 240, 6, 4, 43095, 55948, 2020-11-03 17:12:11, 3.664705882352941, 51.3869702, -0.408133, 
1604423614, 112, 24, 513871245, -4080242, 28, 9, 15, 7, 27, 37800, 45978, 2020-11-03 17:13:34, 3.6588235294117646, 51.3871245, -0.4080242, 
1604423664, 112, 24, 513862838, -4080499, -64, 2, 3, 6, 17, 64578, 74426, 2020-11-03 17:14:24, 3.6588235294117646, 51.3862838, -0.4080499, 
1604423728, 112, 24, 513874683, -4079081, 74, 15, 0, 6, 21, 67254, 72947, 2020-11-03 17:15:28, 3.6588235294117646, 51.3874683, -0.4079081, 
1604423774, 112, 24, 513866290, -4079043, -29, 3, 15, 7, 7, 41768, 49416, 2020-11-03 17:16:14, 3.6588235294117646, 51.386629, -0.4079043, 
1604423854, 112, 24, 513874734, -4078483, 36, 23, 16, 7, 27, 47687, 61021, 2020-11-03 17:17:34, 3.6588235294117646, 51.3874734, -0.4078483, 
1604423888, 112, 24, 513867203, -4080949, 12, 2, 14, 6, 1, 31139, 29707, 2020-11-03 17:18:08, 3.6588235294117646, 51.3867203, -0.4080949, 
1604423948, 112, 24, 513868783, -4080353, 1, 0, 241, 8, 1, 14714, 16752, 2020-11-03 17:19:08, 3.6588235294117646, 51.3868783, -0.4080353, 
1604424008, 112, 24, 513869372, -4079467, 1, 9, 243, 6, 1, 41168, 42440, 2020-11-03 17:20:08, 3.6588235294117646, 51.3869372, -0.4079467, 
1604424068, 112, 24, 513869588, -4079459, 12, 11, 12, 7, 1, 29048, 34362, 2020-11-03 17:21:08, 3.6588235294117646, 51.3869588, -0.4079459, 
1604424128, 112, 24, 513869156, -4081478, 10, 18, 245, 6, 1, 32456, 39215, 2020-11-03 17:22:08, 3.6588235294117646, 51.3869156, -0.4081478, 
1604424188, 112, 23, 513868616, -4081449, -3, 7, 215, 8, 1, 21551, 29453, 2020-11-03 17:23:08, 3.6588235294117646, 51.3868616, -0.4081449, 
1604424248, 112, 24, 513868740, -4079765, -2, 2, 12, 6, 1, 27758, 31239, 2020-11-03 17:24:08, 3.6588235294117646, 51.386874, -0.4079765, 
1604424308, 112, 23, 513869318, -4079352, -3, 16, 25, 6, 1, 34719, 31206, 2020-11-03 17:25:08, 3.6588235294117646, 51.3869318, -0.4079352, 
1604424368, 112, 24, 513869056, -4079890, -1, 16, 2, 8, 1, 28156, 29873, 2020-11-03 17:26:08, 3.6588235294117646, 51.3869056, -0.407989, 
1604424428, 112, 24, 513868866, -4079998, 0, 6, 0, 7, 1, 35239, 37201, 2020-11-03 17:27:08, 3.6588235294117646, 51.3868866, -0.4079998, 
1604424488, 112, 23, 513868608, -4080607, 14, 15, 14, 8, 1, 24996, 28500, 2020-11-03 17:28:08, 3.6588235294117646, 51.3868608, -0.4080607, 
1604424548, 112, 23, 513868125, -4081170, 4, 1, 0, 7, 1, 31429, 36499, 2020-11-03 17:29:08, 3.6588235294117646, 51.3868125, -0.408117, 
1604424608, 112, 24, 513868078, -4080844, 3, 0, 250, 8, 1, 30408, 32201, 2020-11-03 17:30:08, 3.6588235294117646, 51.3868078, -0.4080844, 
1604424668, 112, 23, 513867977, -4081032, -4, 17, 34, 7, 1, 29511, 28655, 2020-11-03 17:31:08, 3.6588235294117646, 51.3867977, -0.4081032, 
1604424728, 112, 23, 513867805, -4081127, 3, 0, 23, 7, 1, 15604, 16171, 2020-11-03 17:32:08, 3.6588235294117646, 51.3867805, -0.4081127, 
1604424788, 112, 23, 513867809, -4080957, 9, 0, 13, 6, 1, 13846, 15227, 2020-11-03 17:33:08, 3.6588235294117646, 51.3867809, -0.4080957, 
1604424848, 112, 23, 513868031, -4080820, 5, 0, 55, 8, 1, 15606, 18889, 2020-11-03 17:34:08, 3.6588235294117646, 51.3868031, -0.408082, 
1604424908, 112, 23, 513868318, -4080801, 16, 0, 14, 8, 1, 15203, 20171, 2020-11-03 17:35:08, 3.6588235294117646, 51.3868318, -0.4080801, 
1604424968, 112, 23, 513868498, -4081078, 11, 8, 2, 8, 1, 32905, 41074, 2020-11-03 17:36:08, 3.6588235294117646, 51.3868498, -0.4081078, 
1604425028, 112, 23, 513867812, -4080840, 9, 0, 26, 7, 1, 21676, 22054, 2020-11-03 17:37:08, 3.6588235294117646, 51.3867812, -0.408084, 
1604425088, 112, 23, 513867822, -4081000, 1, 1, 23, 8, 0, 17232, 20458, 2020-11-03 17:38:08, 3.6588235294117646, 51.3867822, -0.4081, 
1604425148, 112, 23, 513868480, -4080658, 5, 1, 29, 8, 0, 15908, 19116, 2020-11-03 17:39:08, 3.6588235294117646, 51.386848, -0.4080658, 
1604425208, 112, 23, 513867922, -4080720, 6, 0, 250, 8, 0, 14968, 22222, 2020-11-03 17:40:08, 3.6588235294117646, 51.3867922, -0.408072, 
1604425268, 112, 23, 513868294, -4081142, -11, 0, 30, 7, 1, 16023, 23795, 2020-11-03 17:41:08, 3.6588235294117646, 51.3868294, -0.4081142, 
1604425328, 111, 22, 513867533, -4080932, 8, 0, 13, 8, 1, 15917, 24171, 2020-11-03 17:42:08, 3.652941176470588, 51.3867533, -0.4080932, 
1604425388, 111, 23, 513867568, -4081409, -1, 0, 0, 8, 1, 17280, 26339, 2020-11-03 17:43:08, 3.652941176470588, 51.3867568, -0.4081409, 
1604425448, 111, 23, 513868049, -4080798, 1, 0, 12, 8, 1, 19269, 27533, 2020-11-03 17:44:08, 3.652941176470588, 51.3868049, -0.4080798, 
1604425508, 111, 23, 513868883, -4079922, 36, 10, 0, 8, 0, 31674, 45949, 2020-11-03 17:45:08, 3.652941176470588, 51.3868883, -0.4079922, 
1604425568, 112, 23, 513869617, -4080602, 18, 5, 0, 7, 1, 35634, 56075, 2020-11-03 17:46:08, 3.6588235294117646, 51.3869617, -0.4080602, 
1604425628, 112, 22, 513867427, -4081738, 9, 1, 29, 6, 1, 25756, 38166, 2020-11-03 17:47:08, 3.6588235294117646, 51.3867427, -0.4081738, 
1604425688, 111, 23, 513868213, -4080797, -31, 1, 18, 6, 1, 32713, 51593, 2020-11-03 17:48:08, 3.652941176470588, 51.3868213, -0.4080797, 
1604425748, 112, 23, 513868915, -4079925, 40, 1, 3, 6, 1, 36649, 65111, 2020-11-03 17:49:08, 3.6588235294117646, 51.3868915, -0.4079925, 
1604425808, 111, 22, 513869265, -4080583, 16, 7, 242, 7, 0, 28724, 50418, 2020-11-03 17:50:08, 3.652941176470588, 51.3869265, -0.4080583, 
1604425868, 111, 22, 513868669, -4081122, 26, 8, 249, 7, 0, 33839, 55824, 2020-11-03 17:51:08, 3.652941176470588, 51.3868669, -0.4081122, 
1604425930, 111, 23, 513869523, -4079454, 54, 1, 3, 7, 3, 38309, 75424, 2020-11-03 17:52:10, 3.652941176470588, 51.3869523, -0.4079454, 
1604425988, 111, 22, 513868268, -4081206, 25, 5, 18, 8, 0, 33978, 56272, 2020-11-03 17:53:08, 3.652941176470588, 51.3868268, -0.4081206, 
1604426048, 111, 22, 513867818, -4080860, 19, 4, 36, 8, 0, 32932, 50934, 2020-11-03 17:54:08, 3.652941176470588, 51.3867818, -0.408086, 
1604426108, 111, 22, 513868602, -4081708, 7, 11, 15, 7, 1, 35552, 57984, 2020-11-03 17:55:08, 3.652941176470588, 51.3868602, -0.4081708, 
1604426168, 111, 22, 513868265, -4080986, 9, 1, 232, 7, 1, 23547, 61367, 2020-11-03 17:56:08, 3.652941176470588, 51.3868265, -0.4080986, 
1604426228, 111, 23, 513870007, -4081372, 31, 8, 225, 8, 1, 34154, 62090, 2020-11-03 17:57:08, 3.652941176470588, 51.3870007, -0.4081372, 
1604426288, 112, 23, 513871769, -4079635, 83, 8, 12, 8, 1, 46401, 68673, 2020-11-03 17:58:08, 3.6588235294117646, 51.3871769, -0.4079635, 
1604426349, 111, 22, 513870901, -4079160, 50, 5, 8, 7, 2, 54188, 82641, 2020-11-03 17:59:09, 3.652941176470588, 51.3870901, -0.407916, 
1604426411, 111, 23, 513868492, -4080575, 5, 6, 239, 5, 4, 48702, 60994, 2020-11-03 18:00:11, 3.652941176470588, 51.3868492, -0.4080575, 
1604426468, 111, 23, 513870743, -4079112, 49, 12, 11, 6, 1, 41567, 60596, 2020-11-03 18:01:08, 3.652941176470588, 51.3870743, -0.4079112, 
1604426528, 111, 23, 513869769, -4080508, 38, 7, 25, 6, 1, 29832, 59126, 2020-11-03 18:02:08, 3.652941176470588, 51.3869769, -0.4080508, 
1604426588, 111, 22, 513867428, -4081108, 17, 9, 14, 6, 1, 45959, 77168, 2020-11-03 18:03:08, 3.652941176470588, 51.3867428, -0.4081108, 
1604426648, 111, 22, 513869490, -4081013, 17, 8, 11, 6, 1, 48033, 77302, 2020-11-03 18:04:08, 3.652941176470588, 51.386949, -0.4081013, 
1604426708, 111, 23, 513870577, -4081662, 46, 7, 12, 6, 0, 41548, 85272, 2020-11-03 18:05:08, 3.652941176470588, 51.3870577, -0.4081662, 
1604426768, 111, 23, 513869141, -4082007, -24, 6, 0, 6, 1, 38264, 72599, 2020-11-03 18:06:08, 3.652941176470588, 51.3869141, -0.4082007, 
1604426828, 111, 22, 513868459, -4081623, -13, 16, 2, 7, 0, 31292, 54295, 2020-11-03 18:07:08, 3.652941176470588, 51.3868459, -0.4081623, 
1604426888, 111, 22, 513869831, -4080216, 12, 2, 15, 7, 1, 28564, 47800, 2020-11-03 18:08:08, 3.652941176470588, 51.3869831, -0.4080216, 
1604426948, 111, 22, 513869187, -4081621, 10, 3, 231, 6, 1, 30846, 50861, 2020-11-03 18:09:08, 3.652941176470588, 51.3869187, -0.4081621, 
1604427008, 111, 22, 513869435, -4081032, 16, 0, 255, 4, 1, 37555, 60755, 2020-11-03 18:10:08, 3.652941176470588, 51.3869435, -0.4081032, 
1604427068, 111, 22, 513869238, -4080600, -2, 17, 5, 7, 1, 31887, 53250, 2020-11-03 18:11:08, 3.652941176470588, 51.3869238, -0.40806, 
1604427128, 111, 22, 513868942, -4080432, 18, 0, 0, 6, 1, 27302, 47750, 2020-11-03 18:12:08, 3.652941176470588, 51.3868942, -0.4080432, 
1604427188, 111, 22, 513868734, -4081229, 5, 8, 0, 7, 1, 34596, 59948, 2020-11-03 18:13:08, 3.652941176470588, 51.3868734, -0.4081229, 
1604427248, 110, 22, 513868872, -4081560, 21, 0, 234, 7, 0, 26102, 59308, 2020-11-03 18:14:08, 3.6470588235294117, 51.3868872, -0.408156, 
1604427308, 111, 22, 513869070, -4080614, 3, 1, 218, 7, 1, 22710, 61597, 2020-11-03 18:15:08, 3.652941176470588, 51.386907, -0.4080614, 
1604427368, 111, 22, 513867867, -4080767, 9, 0, 252, 6, 1, 23934, 51671, 2020-11-03 18:16:08, 3.652941176470588, 51.3867867, -0.4080767, 
1604427428, 111, 22, 513869574, -4081048, 7, 17, 14, 7, 0, 26181, 41728, 2020-11-03 18:17:08, 3.652941176470588, 51.3869574, -0.4081048, 
1604427488, 111, 22, 513869734, -4081396, 19, 18, 15, 6, 1, 27075, 40496, 2020-11-03 18:18:08, 3.652941176470588, 51.3869734, -0.4081396, 
1604427548, 110, 22, 513867891, -4080793, -12, 0, 16, 7, 0, 24543, 44262, 2020-11-03 18:19:08, 3.6470588235294117, 51.3867891, -0.4080793, 
1604427608, 111, 22, 513869422, -4081064, 17, 1, 8, 7, 1, 20238, 36270, 2020-11-03 18:20:08, 3.652941176470588, 51.3869422, -0.4081064, 
1604427668, 111, 22, 513869389, -4081116, 21, 3, 12, 6, 1, 23845, 43381, 2020-11-03 18:21:08, 3.652941176470588, 51.3869389, -0.4081116, 
1604427728, 111, 22, 513868372, -4080809, 7, 0, 5, 6, 0, 15913, 33922, 2020-11-03 18:22:08, 3.652941176470588, 51.3868372, -0.4080809, 
1604427788, 111, 22, 513868993, -4081339, 23, 0, 16, 7, 1, 18864, 44948, 2020-11-03 18:23:08, 3.652941176470588, 51.3868993, -0.4081339, 
1604427848, 111, 22, 513868417, -4080896, 8, 0, 5, 6, 1, 18881, 33277, 2020-11-03 18:24:08, 3.652941176470588, 51.3868417, -0.4080896, 
1604427908, 110, 22, 513868976, -4080845, 10, 1, 6, 7, 1, 22787, 29969, 2020-11-03 18:25:08, 3.6470588235294117, 51.3868976, -0.4080845, 
1604427968, 110, 22, 513868957, -4080620, 22, 10, 2, 7, 0, 30098, 31561, 2020-11-03 18:26:08, 3.6470588235294117, 51.3868957, -0.408062, 
1604428028, 111, 21, 513868564, -4080582, 12, 11, 1, 7, 0, 26182, 20485, 2020-11-03 18:27:08, 3.652941176470588, 51.3868564, -0.4080582, 
1604428088, 110, 22, 513869127, -4081423, 8, 12, 2, 6, 1, 27634, 20564, 2020-11-03 18:28:08, 3.6470588235294117, 51.3869127, -0.4081423, 
1604428148, 110, 22, 513869703, -4081241, 12, 10, 2, 7, 0, 25662, 15716, 2020-11-03 18:29:08, 3.6470588235294117, 51.3869703, -0.4081241, 
1604428208, 110, 22, 513863376, -4077705, -11, 11, 250, 5, 1, 64455, 23870, 2020-11-03 18:30:08, 3.6470588235294117, 51.3863376, -0.4077705, 
1604428268, 110, 22, 513869684, -4081238, 15, 9, 22, 5, 1, 52455, 29842, 2020-11-03 18:31:08, 3.6470588235294117, 51.3869684, -0.4081238, 
1604428328, 110, 22, 513869184, -4080937, 5, 6, 27, 5, 1, 92633, 35561, 2020-11-03 18:32:08, 3.6470588235294117, 51.3869184, -0.4080937, 
1604428389, 111, 21, 513869956, -4080838, 14, 10, 5, 5, 2, 69152, 69817, 2020-11-03 18:33:09, 3.652941176470588, 51.3869956, -0.4080838, 
1604428448, 110, 22, 513870303, -4081280, 16, 12, 0, 6, 1, 47174, 52267, 2020-11-03 18:34:08, 3.6470588235294117, 51.3870303, -0.408128, 
1604428508, 110, 22, 513869500, -4081449, -15, 7, 1, 6, 1, 41633, 80000, 2020-11-03 18:35:08, 3.6470588235294117, 51.38695, -0.4081449, 
1604428568, 110, 21, 513868573, -4080558, -5, 4, 2, 7, 0, 25931, 58323, 2020-11-03 18:36:08, 3.6470588235294117, 51.3868573, -0.4080558, 
1604428628, 110, 22, 513869013, -4080849, -17, 13, 12, 5, 1, 43855, 85000, 2020-11-03 18:37:08, 3.6470588235294117, 51.3869013, -0.4080849, 
1604428688, 111, 22, 513869501, -4080609, 4, 6, 11, 5, 1, 31195, 87418, 2020-11-03 18:38:08, 3.652941176470588, 51.3869501, -0.4080609, 
1604428748, 110, 22, 513868843, -4080684, 2, 1, 249, 7, 1, 23193, 38578, 2020-11-03 18:39:08, 3.6470588235294117, 51.3868843, -0.4080684, 
1604428808, 110, 21, 513866491, -4079307, -15, 7, 0, 7, 0, 37776, 47150, 2020-11-03 18:40:08, 3.6470588235294117, 51.3866491, -0.4079307, 
1604428868, 110, 22, 513868288, -4080081, -2, 8, 15, 7, 1, 40926, 81095, 2020-11-03 18:41:08, 3.6470588235294117, 51.3868288, -0.4080081, 
1604428928, 110, 22, 513866571, -4079652, -18, 4, 0, 7, 1, 42507, 57042, 2020-11-03 18:42:08, 3.6470588235294117, 51.3866571, -0.4079652, 
1604428989, 110, 22, 513868270, -4080999, -23, 1, 0, 7, 2, 40680, 70660, 2020-11-03 18:43:09, 3.6470588235294117, 51.386827, -0.4080999, 
1604429048, 110, 21, 513868687, -4081148, -36, 1, 0, 7, 0, 33028, 54478, 2020-11-03 18:44:08, 3.6470588235294117, 51.3868687, -0.4081148, 
1604429109, 110, 22, 513868483, -4081139, -26, 10, 255, 6, 1, 36958, 86573, 2020-11-03 18:45:09, 3.6470588235294117, 51.3868483, -0.4081139, 
1604429170, 110, 22, 513868622, -4081289, -51, 6, 3, 5, 2, 32792, 88241, 2020-11-03 18:46:10, 3.6470588235294117, 51.3868622, -0.4081289, 
1604429228, 110, 22, 513867813, -4080770, -27, 5, 248, 6, 0, 33561, 73787, 2020-11-03 18:47:08, 3.6470588235294117, 51.3867813, -0.408077, 
1604429288, 110, 22, 513869044, -4081051, -13, 5, 3, 7, 1, 38965, 65785, 2020-11-03 18:48:08, 3.6470588235294117, 51.3869044, -0.4081051, 
1604429348, 110, 21, 513869115, -4081560, -19, 1, 1, 7, 0, 30162, 45395, 2020-11-03 18:49:08, 3.6470588235294117, 51.3869115, -0.408156, 
1604429411, 110, 21, 513868287, -4081040, -3, 5, 0, 6, 4, 36239, 71222, 2020-11-03 18:50:11, 3.6470588235294117, 51.3868287, -0.408104, 
1604429468, 110, 22, 513867904, -4080704, -2, 3, 241, 7, 1, 36193, 55924, 2020-11-03 18:51:08, 3.6470588235294117, 51.3867904, -0.4080704, 
